parmseq,Outcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,,mlog10p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcrlf1 ,361,poororalhealth_sev,,0.05,0.04518993,4993,0.99650892,3.20E-01,-0.04,0.13,0.05,0.00003418,0,0.66302833,0,0,,0.494850022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdrg2 ,447,poororalhealth_sev,,0.05,0.04649831,4963,0.99497655,3.20E-01,-0.04,0.14,0.05,0.00003418,0,0.66363377,0,0,,0.494850022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zserpinb1 ,1215,poororalhealth_sev,,0.05,0.04649339,4963,0.99103968,3.20E-01,-0.05,0.14,0.05,0.00003418,0,0.66666904,0,0,,0.494850022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zbst1 ,133,poororalhealth_sev,,0.05,0.04629433,5039,0.98941018,3.20E-01,-0.04,0.14,0.05,0.00003418,0,0.66737218,0,0,,0.494850022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zptprf ,1128,poororalhealth_sev,,-0.04,0.04348838,5052,-0.98551654,3.20E-01,-0.13,0.04,0.05,0.00003418,0,0.66980992,0,0,,0.494850022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zivd ,774,poororalhealth_sev,,0.05,0.04742393,4883,0.98431627,3.30E-01,-0.05,0.14,0.05,0.00003418,0,0.66980992,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zhcls1 ,641,poororalhealth_sev,,0.05,0.04593493,5036,0.9824749,3.30E-01,-0.04,0.14,0.05,0.00003418,0,0.66980992,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztia1 ,1351,poororalhealth_sev,,0.05,0.04691266,4860,0.9822515,3.30E-01,-0.05,0.14,0.05,0.00003418,0,0.66980992,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil11 ,699,poororalhealth_sev,,-0.05,0.04693236,4901,-0.98200446,3.30E-01,-0.14,0.05,0.05,0.00003418,0,0.66980992,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsiae ,1233,poororalhealth_sev,,0.04,0.04571196,5001,0.98141614,3.30E-01,-0.04,0.13,0.05,0.00003418,0,0.66980992,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zccl25 ,186,poororalhealth_sev,,-0.04,0.04505613,5036,-0.97886488,3.30E-01,-0.13,0.04,0.05,0.00003418,0,0.67113662,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdcbld2 ,408,poororalhealth_sev,,-0.04,0.04527033,5004,-0.97804384,3.30E-01,-0.13,0.04,0.05,0.00003418,0,0.67113662,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zada ,14,poororalhealth_sev,,0.04,0.04553578,5036,0.97650217,3.30E-01,-0.04,0.13,0.05,0.00003418,0,0.67113662,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlgmn ,831,poororalhealth_sev,,0.04,0.04590907,4993,0.97566599,3.30E-01,-0.05,0.13,0.05,0.00003418,0,0.67113662,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcdh2 ,255,poororalhealth_sev,,0.04,0.0416161,4997,0.97491494,3.30E-01,-0.04,0.12,0.05,0.00003418,0,0.67113662,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zuxs1 ,1421,poororalhealth_sev,,0.05,0.04643453,4886,0.97454538,3.30E-01,-0.05,0.14,0.05,0.00003418,0,0.67113662,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zirak1 ,756,poororalhealth_sev,,0.05,0.04648799,4901,0.97324423,3.30E-01,-0.05,0.14,0.05,0.00003418,0,0.67151693,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcd109 ,202,poororalhealth_sev,,0.04,0.04635485,4978,0.96990406,3.30E-01,-0.05,0.14,0.05,0.00003418,0,0.67379176,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zpla2g4a ,1060,poororalhealth_sev,,0.05,0.04650625,4993,0.96914336,3.30E-01,-0.05,0.14,0.05,0.00003418,0,0.67379176,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcrip2 ,358,poororalhealth_sev,,0.04,0.04309146,4957,0.96539082,3.30E-01,-0.04,0.13,0.05,0.00003418,0,0.67610952,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zreg1b ,1155,poororalhealth_sev,,0.04,0.04550892,5052,0.96500457,3.30E-01,-0.05,0.13,0.05,0.00003418,0,0.67610952,0,0,,0.48148606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgfer ,587,poororalhealth_sev,,0.04,0.04559757,4886,0.96259183,3.40E-01,-0.05,0.13,0.05,0.00003418,0,0.67762131,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdcxr ,414,poororalhealth_sev,,-0.04,0.0412955,5004,-0.96022098,3.40E-01,-0.12,0.04,0.05,0.00003418,0,0.67908673,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zitga6 ,762,poororalhealth_sev,,0.04,0.04675817,4976,0.95562931,3.40E-01,-0.05,0.14,0.05,0.00003418,0,0.68281243,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zddx58 ,418,poororalhealth_sev,,0.04,0.04670123,4886,0.95441552,3.40E-01,-0.05,0.14,0.05,0.00003418,0,0.68310961,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrgs8 ,1164,poororalhealth_sev,,-0.04,0.04690752,4901,-0.95257776,3.40E-01,-0.14,0.05,0.05,0.00003418,0,0.68403985,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztacc3 ,1316,poororalhealth_sev,,0.04,0.04657179,4963,0.94949645,3.40E-01,-0.05,0.14,0.05,0.00003418,0,0.68421551,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil1r2 ,722,poororalhealth_sev,,0.04,0.04544657,4962,0.94921841,3.40E-01,-0.05,0.13,0.05,0.00003418,0,0.68421551,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zctsb ,377,poororalhealth_sev,,-0.04,0.04542729,4989,-0.94799877,3.40E-01,-0.13,0.05,0.05,0.00003418,0,0.68421551,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdab2 ,402,poororalhealth_sev,,0.04,0.04634869,5019,0.94667143,3.40E-01,-0.05,0.13,0.05,0.00003418,0,0.68421551,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcrhr1 ,356,poororalhealth_sev,,-0.04,0.04710148,4897,-0.94575884,3.40E-01,-0.14,0.05,0.05,0.00003418,0,0.68421551,0,0,,0.468521083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgne ,607,poororalhealth_sev,,0.04,0.04675873,4886,0.94407106,3.50E-01,-0.05,0.14,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zwfikkn1 ,1451,poororalhealth_sev,,0.04,0.04352162,4947,0.94400981,3.50E-01,-0.04,0.13,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztyro3 ,1415,poororalhealth_sev,,0.04,0.04629563,4997,0.94366679,3.50E-01,-0.05,0.13,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zvcan ,1427,poororalhealth_sev,,0.04,0.04543211,5039,0.94310269,3.50E-01,-0.05,0.13,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zambn ,52,poororalhealth_sev,,-0.04,0.04682511,4901,-0.94265448,3.50E-01,-0.14,0.05,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfbp1 ,518,poororalhealth_sev,,-0.04,0.0445531,4997,-0.94136721,3.50E-01,-0.13,0.05,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfkbp7 ,547,poororalhealth_sev,,0.04,0.04725078,4877,0.94128563,3.50E-01,-0.05,0.14,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztbc1d5 ,1323,poororalhealth_sev,,0.04,0.04658068,4976,0.94047739,3.50E-01,-0.05,0.14,0.05,0.00003418,0,0.68421551,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zaplp1 ,78,poororalhealth_sev,,-0.04,0.04556763,4997,-0.93765754,3.50E-01,-0.13,0.05,0.05,0.00003418,0,0.68614453,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgga1 ,592,poororalhealth_sev,,-0.04,0.04729833,4883,-0.93493305,3.50E-01,-0.14,0.05,0.05,0.00003418,0,0.68745012,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zicam2 ,670,poororalhealth_sev,,-0.04,0.04623231,5052,-0.9345429,3.50E-01,-0.13,0.05,0.05,0.00003418,0,0.68745012,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zpmvk ,1074,poororalhealth_sev,,0.04,0.04729712,4874,0.93328826,3.50E-01,-0.05,0.14,0.05,0.00003418,0,0.68780099,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfetub ,533,poororalhealth_sev,,0.04,0.045125,4993,0.9317075,3.50E-01,-0.05,0.13,0.05,0.00003418,0,0.68821506,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zctrc ,376,poororalhealth_sev,,-0.04,0.0464584,4971,-0.93105689,3.50E-01,-0.13,0.05,0.05,0.00003418,0,0.68821506,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zinpp1 ,751,poororalhealth_sev,,0.04,0.04636789,4963,0.92879184,3.50E-01,-0.05,0.13,0.05,0.00003418,0,0.68936741,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcasp1 ,163,poororalhealth_sev,,0.04,0.04716882,4883,0.92670811,3.50E-01,-0.05,0.14,0.05,0.00003418,0,0.68936741,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfli1 ,548,poororalhealth_sev,,0.04,0.04625595,4886,0.92623422,3.50E-01,-0.05,0.13,0.05,0.00003418,0,0.68936741,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, znub1 ,996,poororalhealth_sev,,0.04,0.04643638,4976,0.92542951,3.50E-01,-0.05,0.13,0.05,0.00003418,0,0.68936741,0,0,,0.455931956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zca4 ,151,poororalhealth_sev,,0.04,0.04573866,5052,0.92500502,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.68936741,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdag1 ,403,poororalhealth_sev,,0.04,0.04574728,4993,0.92447116,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.68936741,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zklrd1 ,799,poororalhealth_sev,,0.04,0.04497966,5036,0.92084117,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69212004,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zpdcd1lg2 ,1031,poororalhealth_sev,,0.04,0.04656325,4963,0.91691348,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69518148,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil17a ,708,poororalhealth_sev,,0.04,0.04696218,4885,0.9129567,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zmertk ,895,poororalhealth_sev,,0.04,0.04427729,5036,0.91250885,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrgmb ,1163,poororalhealth_sev,,0.04,0.04454454,5039,0.9120822,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcdh15 ,253,poororalhealth_sev,,0.04,0.0400795,5033,0.91144332,3.60E-01,-0.04,0.12,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgfra3 ,591,poororalhealth_sev,,-0.04,0.04560772,4946,-0.91032226,3.60E-01,-0.13,0.05,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil18r1 ,716,poororalhealth_sev,,0.04,0.04407196,5036,0.91018279,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zclec4c ,305,poororalhealth_sev,,0.04,0.04622627,4976,0.90909606,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zxcl1 ,1456,poororalhealth_sev,,0.04,0.04642069,5019,0.90889812,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, ztfrc ,1338,poororalhealth_sev,,0.04,0.0460987,4995,0.90838249,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69558478,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zakt3 ,47,poororalhealth_sev,,0.04,0.04690308,4866,0.90676604,3.60E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.443697499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zssc5d ,1294,poororalhealth_sev,,0.04,0.04292794,4995,0.90578468,3.70E-01,-0.05,0.12,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsema4c ,1208,poororalhealth_sev,,-0.04,0.04619951,4963,-0.90165693,3.70E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrad23b ,1144,poororalhealth_sev,,0.04,0.04688018,4886,0.90134994,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlpl ,843,poororalhealth_sev,,0.04,0.03944474,4997,0.90074556,3.70E-01,-0.04,0.11,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsirpa ,1241,poororalhealth_sev,,-0.04,0.0462551,5018,-0.90013891,3.70E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zism1 ,759,poororalhealth_sev,,0.04,0.04524789,4976,0.89816613,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zeno1 ,475,poororalhealth_sev,,0.04,0.04647271,4995,0.8961972,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsftpd ,1229,poororalhealth_sev,,-0.04,0.04578604,4997,-0.89462902,3.70E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zica1 ,668,poororalhealth_sev,,0.04,0.0466529,4901,0.89369826,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgp6 ,613,poororalhealth_sev,,0.04,0.04671963,4971,0.89255385,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil15 ,705,poororalhealth_sev,,0.04,0.04664443,4976,0.89066385,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfcgr3b ,523,poororalhealth_sev,,-0.04,0.04607142,4983,-0.89037704,3.70E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zarsb ,91,poororalhealth_sev,,0.04,0.04577372,4963,0.8903115,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsnap29 ,1267,poororalhealth_sev,,0.04,0.04610028,5004,0.89008592,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsnap23 ,1266,poororalhealth_sev,,0.04,0.04604233,4997,0.88994851,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zomg ,1008,poororalhealth_sev,,-0.04,0.04650794,4963,-0.88987567,3.70E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zrab6b ,1141,poororalhealth_sev,,-0.04,0.04737103,4883,-0.88980129,3.70E-01,-0.14,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zddah1 ,415,poororalhealth_sev,,0.04,0.04527135,4963,0.88848514,3.70E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.431798276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zagxt ,38,poororalhealth_sev,,-0.04,0.04465767,4997,-0.88622964,3.80E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil1rl1 ,724,poororalhealth_sev,,0.04,0.04265801,5040,0.88365277,3.80E-01,-0.05,0.12,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zvasn ,1424,poororalhealth_sev,,0.04,0.04587511,4911,0.88207948,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zgpa33 ,614,poororalhealth_sev,,-0.04,0.04610904,4963,-0.88160075,3.80E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlat ,815,poororalhealth_sev,,0.04,0.04597776,5036,0.88052912,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zca13 ,147,poororalhealth_sev,,0.04,0.0467152,4892,0.87995145,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, znfkbie ,964,poororalhealth_sev,,0.04,0.046399,4886,0.87926742,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdnajb1 ,432,poororalhealth_sev,,0.04,0.04533572,4963,0.87845853,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zpdgfrb ,1038,poororalhealth_sev,,0.04,0.0461546,5052,0.87704455,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zsfrp1 ,1226,poororalhealth_sev,,0.04,0.04462815,4942,0.87694968,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlyn ,865,poororalhealth_sev,,0.04,0.04619778,4963,0.87682399,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcdkn2d ,263,poororalhealth_sev,,0.04,0.046535,4963,0.87678912,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zatf2 ,96,poororalhealth_sev,,-0.04,0.04744955,4883,-0.87620396,3.80E-01,-0.13,0.05,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zppib ,1083,poororalhealth_sev,,0.04,0.04609291,5012,0.87617044,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zlag3 ,808,poororalhealth_sev,,0.04,0.04584592,4963,0.87542023,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdpp10 ,440,poororalhealth_sev,,0.04,0.04582753,4976,0.87501966,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zfcrl1 ,525,poororalhealth_sev,,0.04,0.0459219,4997,0.87357932,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zil18 ,714,poororalhealth_sev,,0.04,0.04454664,4957,0.87310001,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zglo1 ,602,poororalhealth_sev,,0.04,0.04620927,4897,0.87203023,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zcol4a1 ,332,poororalhealth_sev,,0.04,0.04452668,4997,0.87186407,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1, zdffa ,422,poororalhealth_sev,,0.04,0.04609872,5036,0.87153454,3.80E-01,-0.05,0.13,0.05,0.00003418,0,0.69585245,0,0,,0.420216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
